OCN,Org Name,CN,Cert
"127E","New Horizon Communications","New Horizon SHAKEN Cert 127E","https://cdn-cr.cgah.tnsi.com/certs/934dd1fd3cc80f18d4322f0336a0dab2e9d7998d"
"138K","TeleVoIPs","SHAKEN TeleVoIPs 138K","https://cr.sansay.com/TeleVoIPs_138K"
"139K","FaxLogic, LLC","SHAKEN 139K","https://cdn.pgxn.net/sti/20240701.cer"
"1417","Momentum Telecom","SHAKEN Momentum Telecom 1417","https://cr.sansay.com/MomentumTelecom_1417"
"148K","Orange County REMC","SHAKEN 148K","https://p.mtsec.me/2884/JpsbDt_6aT7O.pem"
"148K","Orange County REMC","SHAKEN 148K","https://p.mtsec.me/2884/SdFbIcNW-bCU.pem"
"148K","Orange County REMC","SHAKEN 148K","https://p.mtsec.me/2884/EMNX2Sbb5270.pem"
"148K","Orange County REMC","SHAKEN 148K","https://p.mtsec.me/2884/KK78b7hnSs-O.pem"
"1525","ThreeriverTelco","ThreeriverTelco SHAKEN 1525","https://prod001-prod011-cr.rbbnidhub.com/0X3WXxsVRz/STI-202305-1525-5f4ab88c046b1cfd58ff229698fff463"
"1563","Hooper Telephone Company","SHAKEN 1563","https://cr-partner.ccid.neustar.biz/ccid/authn/v2/certs/208.287"
"1582","PLAINVIEW TELEPHONE","SHAKEN 1582","https://cr-partner.ccid.neustar.biz/ccid/authn/v2/certs/245.382"
"1591","Southeast Nebraska Communications Inc","SHAKEN 1591","https://cr-partner.ccid.neustar.biz/ccid/authn/v2/certs/199.263"
"159K","Trinicom Communications LLC","SHAKEN 159K","https://certs.telonium.net/23/5fbf0ada.crt"
"1604","Bek Communications Cooperative","SHAKEN Bek Communications Cooperative 1604","https://cr.sansay.com/BEK_1064"
"1630","Polar Communications Mutual Aid Corporation","Polar SHAKEN 1630","https://prod001-prod011-cr.rbbnidhub.com/87rmTaP4gz/10000-5f466faa9cc3dae51dd87191dd1f78b4"
"1718","PGTelco","PGTelco SHAKEN 1718","https://prod001-prod011-cr.rbbnidhub.com/dglpr26GRz/10000-6e486e81a61b3067206cd1cc03b9f1d9"
"171K","Voice Logic LLC","SHAKEN 171K","https://cr-partner.ccid.neustar.biz/ccid/authn/v2/certs/164.180"
"1733","Yelcot","Yelcot SHAKEN Cert 1733","https://sti-cr.cgah.tnsi.com/certs/02f31fd9be31f3b5cc9fa396dc9fab04f1dc93e1"
"1784","Segra","Segra SHAKEN Cert 1784","https://cdn-cr.cgah.tnsi.com/certs/97ebbd6324f0d938d5e150ecb217c5ead6156cfa"
"178H","IntelePeer CC LLC","SHAKEN 178H","https://cr.ccid.neustar.biz/ccid/authn/v2/certs/11238.10188"
"181D","Hunt Telecommunications","SHAKEN 181D","https://cr.ccid.neustar.biz/ccid/authn/v2/certs/11596.10247.pem"
"1820","Rainbow Communications","Rainbow Communications SHAKEN Cert 1820","https://cdn-cr.cgah.tnsi.com/certs/861edae589b34de5d112e3448589fd6c3d346e94"
"1845","Wamego Telecommunications Company Inc","SHAKEN 1845","https://cr-partner.ccid.neustar.biz/ccid/authn/v2/certs/39.203"
"186K","Go2Uno LLC","SHAKEN 186K","https://go2uno.46labs.com"
"186K","Go2Uno LLC","SHAKEN 186K","https://p.mtsec.me/2884/aVxQK1k2EOYM.pem"
"187J","Noble Systems Communications LLC","SHAKEN Noble Systems Communications LLC 187J","https://cr.sansay.com/NobleSys_187J"
"1882","Fidelity Communications","Fidelity Communications SHAKEN Cert 1882","https://cdn-cr.cgah.tnsi.com/certs/54ea30a0105002d9a139f34e6297f0d2fdf88fca"
"193E","8x8 Inc","SHAKEN 193E","https://certificates.transnexus.com/193E/45be10f9-e486-4250-89f5-45f1b558765d.pem"
"194K","Systemverse, LLC.","SHAKEN Systemverse, LLC. 194K","https://cr.sansay.com/Systemverse_LLC._194K"
"197D","Vonage","SHAKEN 197D","https://cr.ccid.neustar.biz/ccid/authn/v2/certs/11053.10194"
"1980","Chickasaw Telephone Company","SHAKEN 1980","https://cr.ccid.neustar.biz/ccid/authn/v2/certs/11498.10164.pem"
"198K","TalkAsiaVoip LLC","TalkAsiaVoip LLC SHAKEN 198K","https://www.talkasiavoip.com/198K.pem"
"2016","Panhandle Telephone Cooperative Inc","SHAKEN 2016","https://prod001-prod011-cr.rbbnidhub.com/n3MWYpL4gz/PTCI-2016-2023"
"203K","Connexum LLC","SHAKEN Connexum LLC 203K","https://cr.sansay.com/Connexum_LLC_203K"
"2059","Colorado Valley Communications","ColoradoValley SHAKEN 2059","https://prod001-prod011-cr.rbbnidhub.com/4R6YvcB4gz/STI-202303-2059-574780b87e516b53aa6a2bce87b791a6"
"2068","Eastex","Eastex SHAKEN 2068","https://prod001-prod011-cr.rbbnidhub.com/T0ezuXpngz/STI-2023-2068-3d0b382600afa29c04bd4fc3edfe2038"
"2083","GVTC","GVTC SHAKEN Cert 2083","https://cdn-cr.cgah.tnsi.com/certs/90b8c01a8cc0c06e82b9517d599d24c14dbb859b"
"2086","Hill Country Telephone Cooperative","Ribbon SHAKEN 2086","https://prod001-prod011-cr.rbbnidhub.com/JQApas6MRz/10000-54a5c7395fcf8ebacb0d352d1d375852"
"210J","Greenfly Networks Inc dba Clearfly Communications","SHAKEN Greenfly Networks Inc dba Clearfly Communications 210J","https://cr.sansay.com/210J/order/484_210J_63"
"210J","Greenfly Networks Inc dba Clearfly Communications","SHAKEN Greenfly Networks Inc dba Clearfly Communications 210J","https://cr.sansay.com/210J/order/485_210J_63"
"210J","Greenfly Networks Inc dba Clearfly Communications","SHAKEN Greenfly Networks Inc dba Clearfly Communications 210J","https://cr.sansay.com/210J/order/486_210J_63"
"210J","Greenfly Networks Inc dba Clearfly Communications","SHAKEN Greenfly Networks Inc dba Clearfly Communications 210J","https://cr.sansay.com/210J/order/487_210J_63"
"210J","Greenfly Networks Inc dba Clearfly Communications","SHAKEN Greenfly Networks Inc dba Clearfly Communications 210J","https://cr.sansay.com/210J/order/488_210J_63"
"210J","Greenfly Networks Inc dba Clearfly Communications","SHAKEN Greenfly Networks Inc dba Clearfly Communications 210J","https://cr.sansay.com/210J/order/491_210J_63"
"210J","Greenfly Networks Inc dba Clearfly Communications","SHAKEN Greenfly Networks Inc dba Clearfly Communications 210J","https://cr.sansay.com/210J/order/492_210J_63"
"210J","Greenfly Networks Inc dba Clearfly Communications","SHAKEN Greenfly Networks Inc dba Clearfly Communications 210J","https://cr.sansay.com/210J/order/493_210J_63"
"210J","Greenfly Networks Inc dba Clearfly Communications","SHAKEN Greenfly Networks Inc dba Clearfly Communications 210J","https://cr.sansay.com/210J/order/494_210J_63"
"210J","Greenfly Networks Inc dba Clearfly Communications","SHAKEN Greenfly Networks Inc dba Clearfly Communications 210J","https://cr.sansay.com/210J/order/495_210J_63"
"210J","Greenfly Networks Inc dba Clearfly Communications","SHAKEN Greenfly Networks Inc dba Clearfly Communications 210J","https://cr.sansay.com/210J/order/496_210J_63"
"210J","Greenfly Networks Inc dba Clearfly Communications","SHAKEN Greenfly Networks Inc dba Clearfly Communications 210J","https://cr.sansay.com/210J/order/497_210J_63"
"210J","Greenfly Networks Inc dba Clearfly Communications","SHAKEN Greenfly Networks Inc dba Clearfly Communications 210J","https://cr.sansay.com/210J/order/498_210J_63"
"210J","Greenfly Networks Inc dba Clearfly Communications","SHAKEN Greenfly Networks Inc dba Clearfly Communications 210J","https://cr.sansay.com/210J/order/499_210J_63"
"210J","Greenfly Networks Inc dba Clearfly Communications","SHAKEN Greenfly Networks Inc dba Clearfly Communications 210J","https://cr.sansay.com/210J/order/500_210J_63"
"2116","Nortex Communications","SHAKEN 2116","https://cr-partner.ccid.neustar.biz/ccid/authn/v2/certs/191.255"
"2130","Peoples","Peoples SHAKEN 2130","https://prod001-prod011-cr.rbbnidhub.com/R3kZfzj7gz/STI-202306-2130-3e01a84e6a320c2e0d9baf5cbeb11f38"
"214K","Kloud 7 LLC","SHAKEN Kloud 7 LLC 214K","https://cr.sansay.com/Kloud_7_LLC_214K"
"2159","Valley Telephone Cooperative Inc / VTX1","Valley Telephone Cooperative Inc / VTX1 SHAKEN 2159","https://cdn-cr.cgah.tnsi.com/certs/6447136b7530812e9c9a848c3919f7947970fc7a"
"2188","Farmers Telecommunications Inc","Farmers Telecommunications Inc SHAKEN Cert 2188","https://cdn-cr.cgah.tnsi.com/certs/7cd1ca9605d897bf552d7470db39657b5b2c843b"
"220K","Ayden Consulting, LLC","SHAKEN 220K","https://p.mtsec.me/2884/VggCVr2viLFG.pem"
"220K","Ayden Consulting, LLC","SHAKEN 220K","https://p.mtsec.me/2884/Q65pE88d3TWN.pem"
"220K","Ayden Consulting, LLC","SHAKEN 220K","https://p.mtsec.me/2884/V1Ds35f2tJ2w.pem"
"220K","Ayden Consulting, LLC","SHAKEN 220K","https://p.mtsec.me/2884/cgea4_gm_JyL.pem"
"2235","Blackfoot Communications","Blackfoot Communications SHAKEN Cert 2235","https://cdn-cr.cgah.tnsi.com/certs/73aa28faf4546c63b3b20c530d38004b43bbecd4"
"223K","Consolidated Smart Broadband Systems, LLC","SHAKEN 223K","https://p.mtsec.me/2884/EXgnhurIPC7c.pem"
"223K","Consolidated Smart Broadband Systems, LLC","SHAKEN 223K","https://p.mtsec.me/2884/adC9CsVGSGPT.pem"
"2247","Nemont","Nemont SHAKEN Cert 2247","https://cdn-cr.cgah.tnsi.com/certs/da7847867ee00785d849b849e374c81ecd3f2545"
"224C","Onvoy LLC","SHAKEN 224C","https://cr-partner.ccid.neustar.biz/ccid/authn/v2/certs/1.1"
"2255","3 Rivers Communications","3 Rivers Communications SHAKEN Cert 2255","https://cdn-cr.cgah.tnsi.com/certs/3f3c33b7470f849766844b4a9a3ccc61f15c944a"
"2257","Triangle","Triangle SHAKEN 2257","https://prod001-prod011-cr.rbbnidhub.com/fh2Fl4xVgz/10000-457e9bfe46560b334453a78b38eb7826"
"225K","Vumber LLC","SHAKEN Vumber LLC 225K","https://cr.sansay.com/Vumber_LLC_225K"
"2296","Tri-County Telephone West Association Inc","Tri-County Telephone Association Inc SHAKEN Cert 2296","https://cdn-cr.cgah.tnsi.com/certs/260bd48b7dcfa43beee9f59287f1e4d87fe3fb5f"
"2297","Union Telephone Company","Union Telephone Company SHAKEN Cert 2297","https://cdn-cr.cgah.tnsi.com/certs/e3e7946f99318b6966f972fa5d0b688753a050ca"
"2339","Siskiyou Telephone Company","Siskiyou SHAKEN 2339","https://prod001-prod011-cr.rbbnidhub.com/3MCvDamnRz/Aug222023-6e684a540e092145d414fcce5decbbfd"
"235C","Pine Telephone","SHAKEN 235C","https://cr-partner.ccid.neustar.biz/ccid/authn/v2/certs/257.409"
"235K","TeligentIP Inc","SHAKEN 235K","https://cr.ccid.neustar.biz/ccid/authn/v2/certs/11544.10197"
"240K","Voiceterm Inc","Voiceterm Inc SHAKEN 240K","https://certificates.peeringhub.io/240K/240K.crt"
"2473","Frontier Communications","SHAKEN 2473","https://cr.ccid.neustar.biz/ccid/authn/v2/certs/11022.10175"
"249K","Primo Dialler LLC","SHAKEN Primo Dialler LLC 249K","https://app.connexcs.com/api/stir-shaken/cert/45.crt"
"250A","Chariton Valley Communications Corporation","Chariton Valley SHAKEN 250A","https://cdn-cr.cgah.tnsi.com/certs/0ba2e829dff0ca7fef842872ab82485c69f76281"
"254H","GTT Americas LLC","SHAKEN 254H","https://cr.ccid.neustar.biz/ccid/authn/v2/certs/11404.10165"
"255K","MAQS SOLUTIONS LLC","MAQSSolutions SHAKEN 255K","https://dial.maqssolution.live/255KJA23.pem"
"258K","Drop Inc","SHAKEN Drop Inc 258K","http://sti.comsapi.com/258k/ca.crt"
"261H","Voyce","SHAKEN 261H","https://ssc.getsipnav.com/certs/b1f83b2a8803ca5297ced7cb375cc6f5e2b44f85"
"267K","Starlinq PBX Inc.","SHAKEN Starlinq PBX Inc. 267K","https://cr.sansay.com/Starlinq_PBX_Inc365._267K"
"2720","Fusion Connect","SHAKEN 2720","https://prod001-cr.rbbnidhub.com/8ZJdVFg7gz/1"
"280K","BELGACOM INTERNATIONAL CARRIER SERVICES SA","SHAKEN 280K","https://cr-partner.ccid.neustar.biz/ccid/authn/v2/certs/207.271"
"281K","Instacall LLC","INS72IPES SHAKEN 281K","https://certificates.peeringhub.io/281K/281K.crt"
"288K","Apex Telecom LLC","Apex Telecom LLC SHAKEN 288K","https://certificates.peeringhub.io/288K/288K.crt"
"292K","Falcon Endeavors","SHAKEN 292K","https://certificates.smartcarrier.io/3d00b3dd999933a6eed1392901ba5dfedf919b06.cer"
"295K","Login LLC","SHAKEN 295K","https://cr-partner.ccid.neustar.biz/ccid/authn/v2/certs/180.235"
"299K","Weave","SHAKEN 299K","https://certificates.transnexus.com/299K/f00781dd-8bbb-4b7b-9d94-81e1db293eb5.pem"
"3058","Matrix","SHAKEN Matrix 3058","https://cr.sansay.com/Lingo-3058"
"305K","2Talk LLC","SHAKEN 305K","https://cr-partner.ccid.neustar.biz/ccid/authn/v2/certs/189.253"
"306K","Global Net Holdings Inc","SHAKEN Global Net Holdings Inc 306K","https://cr.sansay.com/Global_Net_306k"
"3130","BullsEye Telecom","SHAKEN 3130","https://cr.ccid.neustar.biz/ccid/authn/v2/certs/11416.10156.pem"
"3139","Dalton Utilities","SHAKEN Dalton Utilities 3139","https://cr.sansay.com/Dalton_Utilities_3139"
"317K","Ringfree Communications Inc","SHAKEN Ringfree Communications Inc 317K","https://cr.sansay.com/RingFree_Communications_317K"
"318J","Comcast","SHAKEN","https://sticr.stir.comcast.com/06efc7d1-b979-415c-802c-ca1c0c1985c2.cer"
"318J","Comcast","SHAKEN","https://sticr.stir.comcast.com/0c23e5ba-d34d-4c77-b7c6-acddfa201901.cer"
"318J","Comcast","SHAKEN","https://sticr.stir.comcast.com/0f155561-e95f-4199-a7d6-21dc5f448a1e.cer"
"318J","Comcast","SHAKEN","https://sticr.stir.comcast.com/1f54f4d4-fac6-44f6-821b-871c5ca9186b.cer"
"318J","Comcast","SHAKEN","https://sticr.stir.comcast.com/38ab530d-fac6-44f1-9ceb-8b03ad067555.cer"
"318J","Comcast","SHAKEN","https://sticr.stir.comcast.com/3a718ec2-02f6-4b04-83c5-467ad7311014.cer"
"318J","Comcast","SHAKEN","https://sticr.stir.comcast.com/41d2e743-8ee8-4f37-95ae-0484546ad2ce.cer"
"318J","Comcast","SHAKEN","https://sticr.stir.comcast.com/52478fc0-661a-4625-89f5-a49ccb52ef2a.cer"
"318J","Comcast","SHAKEN","https://sticr.stir.comcast.com/76002b34-c704-41fc-9061-e48aecf3c032.cer"
"318J","Comcast","SHAKEN","https://sticr.stir.comcast.com/77d57518-fc0b-46f5-adb6-2fb7501a2628.cer"
"318J","Comcast","SHAKEN","https://sticr.stir.comcast.com/879a0623-083d-47da-aa12-67b48b13f321.cer"
"318J","Comcast","SHAKEN","https://sticr.stir.comcast.com/8840a6f8-bd3e-4adc-bd4b-40357666b11f.cer"
"318J","Comcast","SHAKEN","https://sticr.stir.comcast.com/8cd037a3-c998-4bae-8850-7eeb4421397d.cer"
"318J","Comcast","SHAKEN","https://sticr.stir.comcast.com/8d19820f-5936-4a53-aaad-b3c969fd1833.cer"
"318J","Comcast","SHAKEN","https://sticr.stir.comcast.com/91b3007e-99c7-4ac5-b45c-d0a2daf88199.cer"
"318J","Comcast","SHAKEN","https://sticr.stir.comcast.com/927ec5e8-207a-4b4b-89a3-6eceb0d51bc5.cer"
"318J","Comcast","SHAKEN","https://sticr.stir.comcast.com/951e5006-a006-4c34-b0a9-74e133550678.cer"
"318J","Comcast","SHAKEN","https://sticr.stir.comcast.com/9c1bf285-1c2e-43e3-a94c-bb65c2d653e9.cer"
"318J","Comcast","SHAKEN","https://sticr.stir.comcast.com/9e008546-14e6-4cf1-b8df-195918f4185e.cer"
"318J","Comcast","SHAKEN","https://sticr.stir.comcast.com/9e0db76b-f612-49bb-bec4-028afec04073.cer"
"318J","Comcast","SHAKEN","https://sticr.stir.comcast.com/9fd6f604-d4f3-4adc-ad39-b8abd31d0ffa.cer"
"318J","Comcast","SHAKEN","https://sticr.stir.comcast.com/a645813c-5843-474c-8c76-f688931231c8.cer"
"318J","Comcast","SHAKEN","https://sticr.stir.comcast.com/a88f00e8-3c1c-4d14-a3f7-bf432240f8aa.cer"
"318J","Comcast","SHAKEN","https://sticr.stir.comcast.com/aac02bf5-cea8-4712-a0e2-f3f34cfbc3bd.cer"
"318J","Comcast","SHAKEN","https://sticr.stir.comcast.com/b3632cc9-fffa-4549-ab3c-4b907f158822.cer"
"318J","Comcast","SHAKEN","https://sticr.stir.comcast.com/b4b78357-21d4-4c4b-813c-ef218fcd1232.cer"
"318J","Comcast","SHAKEN","https://sticr.stir.comcast.com/b6d8fe5a-5101-4f6c-9f18-043b72f5cd5f.cer"
"318J","Comcast","SHAKEN","https://sticr.stir.comcast.com/b93731bf-3816-4733-af22-3c908430e2fa.cer"
"318J","Comcast","SHAKEN","https://sticr.stir.comcast.com/bb236843-8433-4fbd-9b50-5e8e156aa634.cer"
"318J","Comcast","SHAKEN","https://sticr.stir.comcast.com/dedc13ce-514f-4ac5-99f2-d6b4aa0c886e.cer"
"318J","Comcast","SHAKEN","https://sticr.stir.comcast.com/e3338925-a31f-4d73-a0e2-43ef3dc14aad.cer"
"318J","Comcast","SHAKEN","https://sticr.stir.comcast.com/e63a493f-7f2f-465e-b37a-651db7397153.cer"
"318J","Comcast","SHAKEN","https://sticr.stir.comcast.com/f14e383a-15f8-4eb1-ae80-7030f79d2bf9.cer"
"318J","Comcast","SHAKEN","https://sticr.stir.comcast.com/f1b7f522-854f-4334-ae46-46ed7959ac56.cer"
"318J","Comcast","SHAKEN","https://sticr.stir.comcast.com/fd279434-e4e8-4335-baca-c46e4c78aefc.cer"
"318K","FastCast Networks","SHAKEN FastCast Networks 318K","https://fastcast.46labs.com"
"3196","Etex","Etex STI SHAKEN 3196","https://prod001-prod011-cr.rbbnidhub.com/DdpJt757Rz/STI-202304-3196-17c4d8150bc3db2f710070278713bc57"
"319K","California Telecom","SHAKEN California Telecom 319K","https://cr.sansay.com/California_Telecom_319K"
"3201","PRTC","SHAKEN 3201","https://prod001-cr.rbbnidhub.com/9JhfutuGgz/0"
"321J","HD CARRIER LLC","HD CARRIER LLC","https://d64db847f381fcb974ab1b6150b49a91.cxstatic.com/f/0e78d59a-5421-4e8b-8d2f-37303891db4b"
"321K","Talk IT Pro","SHAKEN Talk IT Pro 321K","https://cr.sansay.com/Talk_IT_Pro_321K102522"
"324E","MagicJack","SHAKEN MagicJack 324E","https://cr-east1.sansay.com/MagicJack_324E.crt"
"325B","Xchange Telecom LLC","SHAKEN Xchange Telecom LLC 325B","https://cr.sansay.com/325B_20211101.pem"
"325K","Intelegrated, LLC","SHAKEN Intelegrated, LLC 325K","https://cr.sansay.com/Intelegrated_LLC_325K102522"
"333K","Aovatalk Communications Limited","SHAKEN 333K","https://cr-partner.ccid.neustar.biz/ccid/authn/v2/certs/190.254"
"3395","PNG Telecommunications Inc","SHAKEN PNG Telecommunications Inc 3395","https://cr.sansay.com/PowerNetGlobal_3395"
