OCN,Org Name,CN,Cert
"1582","Plainview Telephone Company, Inc","SHAKEN 1582","https://cr-partner.ccid.neustar.biz/ccid/authn/v2/certs/245.382"
"171K","Voice Logic, LLC","SHAKEN 171K","https://cr-partner.ccid.neustar.biz/ccid/authn/v2/certs/164.180"
"178H","Intelepeer CC LLC","SHAKEN 178H","https://cr.ccid.neustar.biz/ccid/authn/v2/certs/11238.10188"
"181D","Hunt Telecommunications","SHAKEN 181D","https://cr.ccid.neustar.biz/ccid/authn/v2/certs/11596.10247.pem"
"1845","Wamego Telecommunications Company Inc","SHAKEN 1845","https://cr-partner.ccid.neustar.biz/ccid/authn/v2/certs/39.203"
"197D","Vonage","SHAKEN 197D","https://cr.ccid.neustar.biz/ccid/authn/v2/certs/11053.10194"
"1980","Chickasaw Telephone Company","SHAKEN 1980","https://cr.ccid.neustar.biz/ccid/authn/v2/certs/11498.10164.pem"
"2018","Pioneer Telephone Cooperative Inc","SHAKEN 2018","https://cr.ccid.neustar.biz/ccid/authn/v2/certs/11144.10173.pem"
"2116","Nortex Communications","SHAKEN 2116","https://cr-partner.ccid.neustar.biz/ccid/authn/v2/certs/191.255"
"219K","Avaya Cloud Inc","SHAKEN 219K","https://cr.ccid.neustar.biz/ccid/authn/v2/certs/11553.10201"
"224C","Onvoy, LLC","SHAKEN 224C","https://cr-partner.ccid.neustar.biz/ccid/authn/v2/certs/1.1"
"235C","Pine Cellular Phones","SHAKEN 235C","https://cr-partner.ccid.neustar.biz/ccid/authn/v2/certs/257.409"
"235K","TeligentIP Inc","SHAKEN 235K","https://cr.ccid.neustar.biz/ccid/authn/v2/certs/11544.10197"
"2455","Benkelman Telephone Co Inc","SHAKEN 2455","https://cr-partner.ccid.neustar.biz/ccid/authn/v2/certs/242.379"
"2473","Frontier Communications","SHAKEN 2473","https://cr.ccid.neustar.biz/ccid/authn/v2/certs/11022.10175"
"254H","GTT Americas LLC","SHAKEN 254H","https://cr.ccid.neustar.biz/ccid/authn/v2/certs/11404.10165"
"280K","Belgacom International Carrier Services SA","SHAKEN 280K","https://cr-partner.ccid.neustar.biz/ccid/authn/v2/certs/201.470"
"292K","Falcon Endeavors","SHAKEN 292K","https://ssc.getsipnav.com/certs/121b5f2f8e2239ba93c6af3c31d4e1f30d04b832"
"295K","Login LLC","SHAKEN 295K","https://cr-partner.ccid.neustar.biz/ccid/authn/v2/certs/180.235"
"312K","AMCS LLC","SHAKEN 312K","https://cr-partner.ccid.neustar.biz/ccid/authn/v2/certs/279.455"
"3201","PRTC","SHAKEN 3201","https://prod001-cr.rbbnidhub.com/9JhfutuGgz/0"
"333K","Aovatalk","SHAKEN 333K","https://cr-partner.ccid.neustar.biz/ccid/authn/v2/certs/190.254"
"348K","Pinger Inc","SHAKEN 348K","https://cr-partner.ccid.neustar.biz/ccid/authn/v2/certs/235.359"
"393J","Cloudli Communications Inc","SHAKEN 393J","https://cr.ccid.neustar.biz/ccid/authn/v2/certs/11508.10138"
"402E","IP Networked Services Inc","SHAKEN 402E","https://cr.ccid.neustar.biz/ccid/authn/v2/certs/11304.10152"
"4036","ATT SHAKEN E-E","ATT SHAKEN 4036","https://cert2.sticr.att.net:8443/sti-cr/att-stica1701967906501-cert.crt"
"4036","AT&T Services, Inc.","SHAKEN 4036","https://cert2.sticr.att.net:8443/sti-cr/att-stica1719858820982-cert.crt"
"403K","Grasshopper Group LLC","SHAKEN 403K","https://pstn-cdn.live.gtc.goto.com/certs/stirshaken/gh-2023-11"
"4046","Santa Rosa Telephone Coop","SHAKEN 4046","https://cr-partner.ccid.neustar.biz/ccid/authn/v2/certs/264.425"
"406H","CyberNet Communications Inc","SHAKEN 406H","https://cr-partner.ccid.neustar.biz/ccid/authn/v2/certs/37.202"
"4151","Windstream Communications LLC","SHAKEN 4151","https://cr.ccid.neustar.biz/ccid/authn/v2/certs/11162.10187"
"418c","Armstrong Telecommunications Inc","SHAKEN 418c","https://cr.ccid.neustar.biz/ccid/authn/v2/certs/11112.10192.pem"
"428K","Akabis LLC","SHAKEN 428K","https://cr.ccid.neustar.biz/ccid/authn/v2/certs/11874.10382.pem"
"430K","France Telecom Long Distance USA, LLC dba Orange Carriers USA","SHAKEN 430K","https://cr.ccid.neustar.biz/ccid/authn/v2/certs/11581.10243.pem"
"436J","Hadlo Technologies","SHAKEN 436J","https://www.hadlotechnologies.com/ss_certs/hadlo_ssi_public_20231113.crt"
"4427","Ziply Fiber","SHAKEN 4427","https://cr.ccid.neustar.biz/ccid/authn/v2/certs/11128.10229.pem"
"465J","LiveVox Inc","SHAKEN 465J","https://stir.na3.livevox.com/cert/fTxNQluX"
"468B","Panhandle Telecommunications Systems Inc","SHAKEN 468B","https://cr-partner.ccid.neustar.biz/ccid/authn/v2/certs/117.115"
"473G","Telengy LLC","SHAKEN 473G","https://cr.ccid.neustar.biz/ccid/authn/v2/certs/11538.10154"
"4852","Firstcomm","SHAKEN 4852","https://cr.ccid.neustar.biz/ccid/authn/v2/certs/11166.10183.pem"
"500J","GoTo Communication","SHAKEN 500J","https://pstn-cdn.live.gtc.goto.com/certs/stirshaken/goto-2024-07"
"502E","AccessLine Communications Inc","SHAKEN 502E","https://sscerts.accessline.com/sscerts/Cert-US-04-2024.crt"
"502J","Piratel LLC","SHAKEN 502J","https://certificates.piratel.com/piratel_20230907_e3b5b3828635760a.crt"
"502J","Piratel LLC","SHAKEN 502J","https://certificates.piratel.com/piratel_20240813.crt"
"506J","Twilio International Inc","SHAKEN 506J","https://cr.ccid.neustar.biz/ccid/authn/v2/certs/11604.10213.pem"
"508K","Tata Communications (America) Inc","SHAKEN 508K","https://cr.ccid.neustar.biz/ccid/authn/v2/certs/11594.10244.pem"
"510J","Simwood Inc","SHAKEN 510J","https://cdn.simwood.com/shaken/simwood_2023.crt"
"534J","UComTel Inc","SHAKEN 534J","https://cr-partner.ccid.neustar.biz/ccid/authn/v2/certs/145.146"
"537K","iBasis, Inc","SHAKEN 537K","https://cr.ccid.neustar.biz/ccid/authn/v2/certs/11591.10241.pem"
"5447","Access One Inc","SHAKEN 5447","https://cr.ccid.neustar.biz/ccid/authn/v2/certs/11528.10146"
"545B","Citynet LLC","SHAKEN 545B","https://cr-partner.ccid.neustar.biz/ccid/authn/v2/certs/182.252"
"5493","Netcarrier Telecom Inc","SHAKEN 5493","https://cr-partner.ccid.neustar.biz/ccid/authn/v2/certs/95.234"
"554J","Jivetel LLC","SHAKEN 554J","https://cr-partner.ccid.neustar.biz/ccid/authn/v2/certs/91.155"
"558a","D&P Communications","SHAKEN 558a","https://cr.ccid.neustar.biz/ccid/authn/v2/certs/11569.10207.pem"
"5606","Charter Communications, LLC","SHAKEN 5606","https://shaken.spectrum.com/0f9d8a67c3047902bffab77edf2e246f.cer"
"567G","Teliax Inc","SHAKEN 567G","https://cr.ccid.neustar.biz/ccid/authn/v2/certs/11316.10181"
"573J","Voyant Communications, LLC","SHAKEN 573J","https://cr-partner.ccid.neustar.biz/ccid/authn/v2/certs/49.162"
"598J","Five9 Inc","SHAKEN 598J","https://cr-uat.ccid.neustar.biz/ccid/authn/v2/certs/11363.10160.pem"
"625H","Gardonville Cooperative Telephone Association","SHAKEN 625H","https://cr-partner.ccid.neustar.biz/ccid/authn/v2/certs/45.207"
"669B","BTC Broadband","SHAKEN 669B","https://cr.ccid.neustar.biz/ccid/authn/v2/certs/11408.10160.pem"
"672J","Zoom Video Communications","SHAKEN 672J","https://cr-partner.ccid.neustar.biz/ccid/authn/v2/certs/134.135"
"6744","Southern Linc","SHAKEN 6744","https://prod001-cr.rbbnidhub.com/frvFJbsMgz/sign-cert4"
"678K","Express Teleservice Corp","SHAKEN 678K","https://cr.ccid.neustar.biz/ccid/authn/v2/certs/11970.10261.pem"
"689H","FluentStream Technologies LLC","SHAKEN 689H","https://cr.ccid.neustar.biz/ccid/authn/v2/certs/11816.10354.pem"
"692J","EssexTel","SHAKEN 692J","https://essextel.peeredge.com/cert/77FuFOFt.pem"
"700H","Metro FiberNet LLC","SHAKEN 700H","https://cr-partner.ccid.neustar.biz/ccid/authn/v2/certs/142.143"
"701J","Mash Telecom Inc","SHAKEN 701J","https://ssc.getsipnav.com/certs/6360eb56f50cdbbd5e72fd3bc20356e5c22ce9dc"
"704H","Convergia Inc","SHAKEN 704H","https://cr-uat.ccid.neustar.biz/ccid/authn/v2/certs/11646.10221.pem"
"704J","Clearly IP Inc","SHAKEN 704J","https://r.stir.tel/704J/250318171201Z/cert.pem"
"7076","Midcontinent Communications","SHAKEN 7076","https://cr.ccid.neustar.biz/ccid/authn/v2/certs/11156.10216.pem"
"707J","TextNow Inc","SHAKEN 707J","https://pki.tncp.textnow.com/prod/stir-shaken-textnow-cert.pem"
"709J","Low Latency Communications LLC","SHAKEN 709J","https://cr-partner.ccid.neustar.biz/ccid/authn/v2/certs/77.226"
"710A","Allo Communications LLC","SHAKEN 710A","https://cr.ccid.neustar.biz/ccid/authn/v2/certs/11438.10200.pem"
"7126","Altice USA","SHAKEN 7126","https://cr.ccid.alticeusa.com/ccid/authn/v2/certs/11011.10003"
"712J","ANPI Business, LLC","SHAKEN 712J","https://cr-partner.ccid.neustar.biz/ccid/authn/v2/certs/87.166"
"715J","CoreDial, LLC","SHAKEN 715J","https://cr.ccid.neustar.biz/ccid/authn/v2/certs/11430.10198"
"719k","925 Telecom LLC","SHAKEN 719k","https://ssc.getsipnav.com/certs/765ab8defea02c4a4de45048909cf0c21946154f"
"732J","NUSO LLC","SHAKEN 732J","https://cr.ccid.neustar.biz/ccid/authn/v2/certs/11376.10159.pem"
"7379","Lingo Telecom, LLC. dba Lingo dba BullsEye","SHAKEN 7379","https://cr.ccid.neustar.biz/ccid/authn/v2/certs/11416.10156.pem"
"745J","TextMe Incorporated","SHAKEN 745J","https://textme-stirshaken.s3.us-west-2.amazonaws.com/textme-bundle_10-12-2024.cer"
"750J","Microtalk USA Inc","SHAKEN 750J","https://appreg.telcoportal.com/mobileapps/neustar23/9c680c2b2d89e44b0a235be6685b8d.cer"
"755B","Hiawatha Broadband Communications","SHAKEN 755B","https://cr-partner.ccid.neustar.biz/ccid/authn/v2/certs/159.173"
"7575","Lumen","SHAKEN 7575","https://cr.ccid.neustar.biz/ccid/authn/v2/certs/11620.10266.pem"
"763H","PS Lightwave, Inc","SHAKEN 763H","https://cr.ccid.neustar.biz/ccid/authn/v2/certs/11358.10161.pem"
"7661","Cox Communications Inc","SHAKEN 7661","https://cr.ccid.neustar.biz/ccid/authn/v2/certs/11126.10191"
"766C","France Telecom Corporate Solutions LLC","SHAKEN 766C","https://cr.ccid.neustar.biz/ccid/authn/v2/certs/11180.10184.pem"
"767J","Newmax, LLC dba Intermax Networks","SHAKEN 767J","https://cr-partner.ccid.neustar.biz/ccid/authn/v2/certs/127.128"
"770J","Fuze Inc","SHAKEN 770J","https://cr.ccid.neustar.biz/ccid/authn/v2/certs/11484.10112"
"772J","VOIP Essential LLC","SHAKEN 772J","https://ssc.getsipnav.com/certs/ad15b9c0d66b8cfe87c330c29a4ccd24fd5c685b"
"775J","VoIP Stir PR LLC","SHAKEN 775J","https://cr.veriswitch.com/voipstir/b50788d49d9978e2a5df93656e4c5bb6.cer"
"7914","Easton Telecom Services LLC","SHAKEN 7914","https://cr-partner.ccid.neustar.biz/ccid/authn/v2/certs/81.164"
"804J","QuestBlue Systems Inc","SHAKEN 804J","https://customer.questblue.com/assets/questblue_shaken.cer"
"8052","Granite Telecom","SHAKEN 8052","https://cr.ccid.neustar.biz/ccid/authn/v2/certs/11282.10179"
"811J","Alianza Inc","SHAKEN 811J","https://api.alianza.com/v2/stir-shaken/certs/2dd72c30-5e06-49a5-bbec-fff3cdf9444b/key.crt"
"811J","Alianza","prod SHAKEN 811J","https://api.alianza.com/v2/stir-shaken/certs/b45a4083-1554-4412-b5fc-bbd2c027091e/key.crt"
"813J","RSCOM LTD","SHAKEN 813J","https://popglobal.46labs.com"
"819J","Crexendo Business Solutions Inc","SHAKEN 819J","https://cr-partner.ccid.neustar.biz/ccid/authn/v2/certs/146.147"
"821J","Bluerock Communications LLC","SHAKEN 821J","https://cr.ccid.neustar.biz/ccid/authn/v2/certs/11535.10153"
"845J","Dialect LLC","SHAKEN 845J","https://app.batchdialer.com/shakenv2.crt"
"8468","FirstLight Fiber Inc","SHAKEN 8468","https://cr.ccid.neustar.biz/ccid/authn/v2/certs/11260.10189.pem"
"846B","Tim Ron Enterprises LLC","SHAKEN 846B","https://prod001-prod011-cr.rbbnidhub.com/OaPccQ6Mgz/STI-062024-846B"
"854J","S-NET Communications Inc","SHAKEN 854J","https://cr.ccid.neustar.biz/ccid/authn/v2/certs/11541.10167"
"863J","Contact Center Specialists LLC","SHAKEN 863J","https://ssc.getsipnav.com/certs/c3ba6bd835e9d915f1c9d21f7fe1319bfebf2729"
"869J","SIPNEX Telecom LLC","SHAKEN 869J","https://ssc.getsipnav.com/certs/1650c6a6a3b5835925f3341eb8b029046ce383ee"
"871J","Third Base International Telecom LLC","SHAKEN 871J","https://ssc.getsipnav.com/certs/5f9a98adbc990059414e49b5b127c63af794b2a9"
"872J","CommPeak Limited","SHAKEN 872J","https://cdn.commpeak.com/sti/cmmpkusns"
"8833","Logix Fiber Networks","SHAKEN 8833","https://cr.ccid.neustar.biz/ccid/authn/v2/certs/11159.10178"
"886G","Ringcentral","SHAKEN 886G","https://cr.ccid.neustar.biz/ccid/authn/v2/certs/11155.10177"
"899J","Telco Connection","SHAKEN 899J","https://ssc.getsipnav.com/certs/a3abaabae48b27b3d817385ff49f2858b6deaddd"
"938H","MCC Network Services LLC","SHAKEN 938H","https://cr-partner.ccid.neustar.biz/ccid/authn/v2/certs/103.228"
"939H","Commio","SHAKEN 939H","https://storage.googleapis.com/stirshaken/939h6112024.pem"
"951J","Zultys Inc","SHAKEN 951J","https://zultys-pem-cert-2022.s3.amazonaws.com/91ac6d5d106cc23ac5aba3b88594c59f.pem"
"9555","Intrado Corporation","SHAKEN 9555","https://cr.ccid.neustar.biz/ccid/authn/v2/certs/11619.10264.pem"
"955G","LIBERTY CABLEVISION OF PUERTO RICO LLC","SHAKEN 955G","https://prod001-prod011-cr.rbbnidhub.com/MudcHJqGRz/Libertyjune2025"
"962J","Versatel LLC","SHAKEN 962J","https://cert.46labs.com"
"966J","J2 Web Services Inc","SHAKEN 966J","https://cr-partner.ccid.neustar.biz/ccid/authn/v2/certs/120.121"
"973J","Vibratel LLC","SHAKEN 973J","https://ssc.getsipnav.com/certs/7715b5c373bc6a30a853eba1c6d51103ceb883b2"
"997E","Bandwidth.com CLEC LLC","SHAKEN 997E","https://bw-shaken-cert-pub.s3.amazonaws.com/bw-shaken_20250415.cer"
"OFT01","Intermetro Communications Inc","SHAKEN OFT01","https://cr.ccid.neustar.biz/ccid/authn/v2/certs/11587.10240.pem"
